Datetime,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,collection_date,period,granularity
2024-10-09 09:30:00-04:00,174.0399932861328,174.0500030517578,172.52000427246094,172.5800018310547,172.5800018310547,1538278,0.0,0.0,2024-10-09,1d,2m
2024-10-09 09:32:00-04:00,172.60989379882812,172.60989379882812,171.63999938964844,171.67990112304688,171.67990112304688,535989,0.0,0.0,2024-10-09,1d,2m
2024-10-09 09:34:00-04:00,171.66799926757812,172.0800018310547,170.8300018310547,170.8300018310547,170.8300018310547,530445,0.0,0.0,2024-10-09,1d,2m
2024-10-09 09:36:00-04:00,170.86000061035156,171.22999572753906,170.55999755859375,170.97999572753906,170.97999572753906,452267,0.0,0.0,2024-10-09,1d,2m
2024-10-09 09:38:00-04:00,171.0399932861328,171.1448974609375,170.460205078125,170.57000732421875,170.57000732421875,385010,0.0,0.0,2024-10-09,1d,2m
2024-10-09 09:40:00-04:00,170.55999755859375,171.17999267578125,170.22000122070312,170.52000427246094,170.52000427246094,622256,0.0,0.0,2024-10-09,1d,2m
2024-10-09 09:42:00-04:00,170.52000427246094,170.52499389648438,169.9600067138672,169.99989318847656,169.99989318847656,467642,0.0,0.0,2024-10-09,1d,2m
2024-10-09 09:44:00-04:00,169.97000122070312,170.51229858398438,169.82009887695312,170.0500030517578,170.0500030517578,282555,0.0,0.0,2024-10-09,1d,2m
2024-10-09 09:46:00-04:00,170.0399932861328,170.75970458984375,169.8699951171875,170.65499877929688,170.65499877929688,383742,0.0,0.0,2024-10-09,1d,2m
2024-10-09 09:48:00-04:00,170.67999267578125,170.91000366210938,170.4600067138672,170.67919921875,170.67919921875,272944,0.0,0.0,2024-10-09,1d,2m
2024-10-09 09:50:00-04:00,170.7279052734375,170.9600067138672,170.5200958251953,170.77999877929688,170.77999877929688,211673,0.0,0.0,2024-10-09,1d,2m
2024-10-09 09:52:00-04:00,170.81939697265625,170.82760620117188,170.3699951171875,170.5800018310547,170.5800018310547,263206,0.0,0.0,2024-10-09,1d,2m
2024-10-09 09:54:00-04:00,170.61000061035156,171.13999938964844,170.5800018310547,170.82000732421875,170.82000732421875,242653,0.0,0.0,2024-10-09,1d,2m
2024-10-09 09:56:00-04:00,170.8300018310547,170.99000549316406,170.33999633789062,170.50929260253906,170.50929260253906,230643,0.0,0.0,2024-10-09,1d,2m
2024-10-09 09:58:00-04:00,170.52000427246094,170.9499969482422,170.33999633789062,170.6300048828125,170.6300048828125,164679,0.0,0.0,2024-10-09,1d,2m
2024-10-09 10:00:00-04:00,170.639892578125,171.13999938964844,170.639892578125,170.79200744628906,170.79200744628906,199989,0.0,0.0,2024-10-09,1d,2m
2024-10-09 10:02:00-04:00,170.82000732421875,170.97000122070312,170.47000122070312,170.89500427246094,170.89500427246094,250141,0.0,0.0,2024-10-09,1d,2m
2024-10-09 10:04:00-04:00,170.8800048828125,171.0500030517578,170.33999633789062,170.49000549316406,170.49000549316406,234576,0.0,0.0,2024-10-09,1d,2m
2024-10-09 10:06:00-04:00,170.52000427246094,171.10000610351562,170.5,170.79800415039062,170.79800415039062,248663,0.0,0.0,2024-10-09,1d,2m
2024-10-09 10:08:00-04:00,170.8000030517578,170.86990356445312,170.1699981689453,170.33990478515625,170.33990478515625,271946,0.0,0.0,2024-10-09,1d,2m
2024-10-09 10:10:00-04:00,170.3300018310547,170.5800018310547,170.10000610351562,170.5500030517578,170.5500030517578,232847,0.0,0.0,2024-10-09,1d,2m
2024-10-09 10:12:00-04:00,170.5352020263672,171.14999389648438,170.52499389648438,171.08999633789062,171.08999633789062,367489,0.0,0.0,2024-10-09,1d,2m
2024-10-09 10:14:00-04:00,171.07000732421875,171.5500030517578,170.77000427246094,171.5,171.5,373808,0.0,0.0,2024-10-09,1d,2m
2024-10-09 10:16:00-04:00,171.49029541015625,171.64990234375,171.19000244140625,171.33999633789062,171.33999633789062,249858,0.0,0.0,2024-10-09,1d,2m
2024-10-09 10:18:00-04:00,171.32000732421875,171.47999572753906,171.16000366210938,171.35499572753906,171.35499572753906,162532,0.0,0.0,2024-10-09,1d,2m
2024-10-09 10:20:00-04:00,171.35499572753906,171.5989990234375,170.8300018310547,170.85000610351562,170.85000610351562,271041,0.0,0.0,2024-10-09,1d,2m
2024-10-09 10:22:00-04:00,170.8636016845703,171.22000122070312,170.8000030517578,171.10989379882812,171.10989379882812,167450,0.0,0.0,2024-10-09,1d,2m
2024-10-09 10:24:00-04:00,171.10440063476562,171.39999389648438,170.97000122070312,171.16799926757812,171.16799926757812,165722,0.0,0.0,2024-10-09,1d,2m
2024-10-09 10:26:00-04:00,171.13999938964844,171.32000732421875,170.8800048828125,171.2100067138672,171.2100067138672,181753,0.0,0.0,2024-10-09,1d,2m
2024-10-09 10:28:00-04:00,171.18499755859375,171.32949829101562,170.9499969482422,170.97999572753906,170.97999572753906,180070,0.0,0.0,2024-10-09,1d,2m
2024-10-09 10:30:00-04:00,170.97500610351562,171.22999572753906,170.7100067138672,171.05999755859375,171.05999755859375,179179,0.0,0.0,2024-10-09,1d,2m
2024-10-09 10:32:00-04:00,171.0500030517578,171.07000732421875,170.72000122070312,170.9499053955078,170.9499053955078,152161,0.0,0.0,2024-10-09,1d,2m
2024-10-09 10:34:00-04:00,170.97999572753906,171.4398956298828,170.9604034423828,171.2563018798828,171.2563018798828,220117,0.0,0.0,2024-10-09,1d,2m
2024-10-09 10:36:00-04:00,171.22999572753906,171.39999389648438,170.7899932861328,170.79010009765625,170.79010009765625,187183,0.0,0.0,2024-10-09,1d,2m
2024-10-09 10:38:00-04:00,170.8000030517578,171.15809631347656,170.7736053466797,171.10499572753906,171.10499572753906,150688,0.0,0.0,2024-10-09,1d,2m
2024-10-09 10:40:00-04:00,171.08999633789062,171.08999633789062,170.72000122070312,170.82000732421875,170.82000732421875,150890,0.0,0.0,2024-10-09,1d,2m
2024-10-09 10:42:00-04:00,170.82000732421875,170.86000061035156,170.38059997558594,170.48500061035156,170.48500061035156,266390,0.0,0.0,2024-10-09,1d,2m
2024-10-09 10:44:00-04:00,170.47999572753906,170.62899780273438,170.33999633789062,170.47999572753906,170.47999572753906,188995,0.0,0.0,2024-10-09,1d,2m
2024-10-09 10:46:00-04:00,170.4600067138672,170.4600067138672,169.88999938964844,169.92999267578125,169.92999267578125,440721,0.0,0.0,2024-10-09,1d,2m
2024-10-09 10:48:00-04:00,169.9145050048828,170.22999572753906,169.72999572753906,170.14990234375,170.14990234375,330440,0.0,0.0,2024-10-09,1d,2m
2024-10-09 10:50:00-04:00,170.15679931640625,170.4947052001953,170.1199951171875,170.40040588378906,170.40040588378906,217531,0.0,0.0,2024-10-09,1d,2m
2024-10-09 10:52:00-04:00,170.3800048828125,170.3800048828125,170.13999938964844,170.1999969482422,170.1999969482422,111936,0.0,0.0,2024-10-09,1d,2m
2024-10-09 10:54:00-04:00,170.22000122070312,170.42999267578125,170.07899475097656,170.4199981689453,170.4199981689453,109819,0.0,0.0,2024-10-09,1d,2m
2024-10-09 10:56:00-04:00,170.4001007080078,170.6300048828125,170.2899932861328,170.60000610351562,170.60000610351562,137025,0.0,0.0,2024-10-09,1d,2m
2024-10-09 10:58:00-04:00,170.60499572753906,170.7198944091797,170.52000427246094,170.7198944091797,170.7198944091797,130006,0.0,0.0,2024-10-09,1d,2m
2024-10-09 11:00:00-04:00,170.72500610351562,171.33999633789062,170.72500610351562,171.32000732421875,171.32000732421875,344632,0.0,0.0,2024-10-09,1d,2m
2024-10-09 11:02:00-04:00,171.3000030517578,171.52999877929688,171.22999572753906,171.38499450683594,171.38499450683594,314065,0.0,0.0,2024-10-09,1d,2m
2024-10-09 11:04:00-04:00,171.3798065185547,171.41000366210938,171.10000610351562,171.268798828125,171.268798828125,169287,0.0,0.0,2024-10-09,1d,2m
2024-10-09 11:06:00-04:00,171.2729949951172,171.49000549316406,171.13999938964844,171.44000244140625,171.44000244140625,161109,0.0,0.0,2024-10-09,1d,2m
2024-10-09 11:08:00-04:00,171.41969299316406,171.4499053955078,171.3000030517578,171.3699951171875,171.3699951171875,88277,0.0,0.0,2024-10-09,1d,2m
2024-10-09 11:10:00-04:00,171.3699951171875,171.39999389648438,171.17999267578125,171.32139587402344,171.32139587402344,112831,0.0,0.0,2024-10-09,1d,2m
2024-10-09 11:12:00-04:00,171.31570434570312,171.43850708007812,171.02999877929688,171.15989685058594,171.15989685058594,122952,0.0,0.0,2024-10-09,1d,2m
2024-10-09 11:14:00-04:00,171.1383056640625,171.29989624023438,171.13009643554688,171.16000366210938,171.16000366210938,80226,0.0,0.0,2024-10-09,1d,2m
2024-10-09 11:16:00-04:00,171.1699981689453,171.2899932861328,171.0500030517578,171.27000427246094,171.27000427246094,75197,0.0,0.0,2024-10-09,1d,2m
2024-10-09 11:18:00-04:00,171.25,171.3350067138672,171.1999969482422,171.21499633789062,171.21499633789062,84430,0.0,0.0,2024-10-09,1d,2m
2024-10-09 11:20:00-04:00,171.22000122070312,171.27000427246094,170.99000549316406,171.10499572753906,171.10499572753906,116141,0.0,0.0,2024-10-09,1d,2m
2024-10-09 11:22:00-04:00,171.09970092773438,171.1199951171875,170.86000061035156,170.89999389648438,170.89999389648438,137527,0.0,0.0,2024-10-09,1d,2m
2024-10-09 11:24:00-04:00,170.91000366210938,170.99000549316406,170.77000427246094,170.99000549316406,170.99000549316406,113316,0.0,0.0,2024-10-09,1d,2m
2024-10-09 11:26:00-04:00,170.9813995361328,171.0,170.75509643554688,170.7698974609375,170.7698974609375,80125,0.0,0.0,2024-10-09,1d,2m
2024-10-09 11:28:00-04:00,170.75999450683594,170.85000610351562,170.6800994873047,170.8000030517578,170.8000030517578,87708,0.0,0.0,2024-10-09,1d,2m
2024-10-09 11:30:00-04:00,170.8000946044922,171.0500030517578,170.75,170.86000061035156,170.86000061035156,100109,0.0,0.0,2024-10-09,1d,2m
2024-10-09 11:32:00-04:00,170.86500549316406,171.08990478515625,170.8300018310547,170.9958038330078,170.9958038330078,76210,0.0,0.0,2024-10-09,1d,2m
2024-10-09 11:34:00-04:00,171.00010681152344,171.3699951171875,171.00010681152344,171.33999633789062,171.33999633789062,149761,0.0,0.0,2024-10-09,1d,2m
2024-10-09 11:36:00-04:00,171.33999633789062,171.5200958251953,171.30999755859375,171.5200958251953,171.5200958251953,177349,0.0,0.0,2024-10-09,1d,2m
2024-10-09 11:38:00-04:00,171.50999450683594,171.52000427246094,171.25,171.33999633789062,171.33999633789062,148655,0.0,0.0,2024-10-09,1d,2m
2024-10-09 11:40:00-04:00,171.3699951171875,171.72900390625,171.36219787597656,171.69500732421875,171.69500732421875,211068,0.0,0.0,2024-10-09,1d,2m
2024-10-09 11:42:00-04:00,171.6999969482422,171.77999877929688,171.58999633789062,171.62989807128906,171.62989807128906,159734,0.0,0.0,2024-10-09,1d,2m
2024-10-09 11:44:00-04:00,171.60000610351562,171.60519409179688,171.3800048828125,171.50010681152344,171.50010681152344,99656,0.0,0.0,2024-10-09,1d,2m
2024-10-09 11:46:00-04:00,171.50999450683594,171.72999572753906,171.4600067138672,171.67999267578125,171.67999267578125,72256,0.0,0.0,2024-10-09,1d,2m
2024-10-09 11:48:00-04:00,171.69810485839844,171.8300018310547,171.64999389648438,171.77000427246094,171.77000427246094,135880,0.0,0.0,2024-10-09,1d,2m
2024-10-09 11:50:00-04:00,171.7899932861328,171.94580078125,171.77000427246094,171.86990356445312,171.86990356445312,146758,0.0,0.0,2024-10-09,1d,2m
2024-10-09 11:52:00-04:00,171.8657989501953,171.94219970703125,171.66000366210938,171.66600036621094,171.66600036621094,112833,0.0,0.0,2024-10-09,1d,2m
2024-10-09 11:54:00-04:00,171.67799377441406,171.83999633789062,171.57000732421875,171.7364959716797,171.7364959716797,119615,0.0,0.0,2024-10-09,1d,2m
2024-10-09 11:56:00-04:00,171.74240112304688,171.8249969482422,171.6999969482422,171.7008056640625,171.7008056640625,62633,0.0,0.0,2024-10-09,1d,2m
2024-10-09 11:58:00-04:00,171.72999572753906,171.75,171.5601043701172,171.67430114746094,171.67430114746094,78239,0.0,0.0,2024-10-09,1d,2m
2024-10-09 12:00:00-04:00,171.67999267578125,171.7100067138672,171.10000610351562,171.11000061035156,171.11000061035156,202607,0.0,0.0,2024-10-09,1d,2m
2024-10-09 12:02:00-04:00,171.14010620117188,171.25999450683594,170.98500061035156,171.11000061035156,171.11000061035156,155969,0.0,0.0,2024-10-09,1d,2m
2024-10-09 12:04:00-04:00,171.11000061035156,171.15939331054688,170.6300048828125,170.69000244140625,170.69000244140625,205314,0.0,0.0,2024-10-09,1d,2m
2024-10-09 12:06:00-04:00,170.69500732421875,170.92999267578125,170.67999267578125,170.81930541992188,170.81930541992188,150072,0.0,0.0,2024-10-09,1d,2m
2024-10-09 12:08:00-04:00,170.7949981689453,170.8686981201172,170.6999969482422,170.77389526367188,170.77389526367188,105568,0.0,0.0,2024-10-09,1d,2m
2024-10-09 12:10:00-04:00,170.77000427246094,170.8177032470703,170.52439880371094,170.57009887695312,170.57009887695312,130015,0.0,0.0,2024-10-09,1d,2m
2024-10-09 12:12:00-04:00,170.58999633789062,170.59829711914062,170.404296875,170.404296875,170.404296875,110781,0.0,0.0,2024-10-09,1d,2m
2024-10-09 12:14:00-04:00,170.4300994873047,170.47999572753906,170.02999877929688,170.0800018310547,170.0800018310547,225544,0.0,0.0,2024-10-09,1d,2m
