Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,collection_date,period,granularity
2014-10-01 00:00:00-04:00,25.450000762939453,29.363332748413086,25.196666717529297,28.626667022705078,23.357465744018555,894597000,0.16,0.0,2024-10-09,10y,3mo
2015-01-01 00:00:00-05:00,28.75666618347168,30.323333740234375,26.84666633605957,27.416667938232422,22.495159149169922,1320003600,0.163333,0.0,2024-10-09,10y,3mo
2015-04-01 00:00:00-04:00,27.426666259765625,27.426666259765625,23.593332290649414,23.643333435058594,19.515687942504883,1414129500,0.163333,0.0,2024-10-09,10y,3mo
2015-07-01 00:00:00-04:00,23.866666793823242,24.713333129882812,20.5,21.613332748413086,17.95267677307129,1705786500,0.163333,0.0,2024-10-09,10y,3mo
2015-10-01 00:00:00-04:00,21.586666107177734,22.649999618530273,18.766666412353516,20.433332443237305,17.088428497314453,2396320500,0.163333,0.0,2024-10-09,10y,3mo
2016-01-01 00:00:00-05:00,20.166667938232422,23.06333351135254,20.066667556762695,22.829999923706055,19.2526912689209,2192629200,0.166667,0.0,2024-10-09,10y,3mo
2016-04-01 00:00:00-04:00,22.67333221435547,24.39666748046875,20.906667709350586,24.34000015258789,20.678041458129883,1680448200,0.166667,0.0,2024-10-09,10y,3mo
2016-07-01 00:00:00-04:00,24.376667022705078,25.06333351135254,23.433332443237305,24.040000915527344,20.57270622253418,1581502200,0.166667,0.0,2024-10-09,10y,3mo
2016-10-01 00:00:00-04:00,23.94333267211914,24.190000534057617,22.356666564941406,23.040000915527344,19.851911544799805,1630842900,0.166667,0.0,2024-10-09,10y,3mo
2017-01-01 00:00:00-05:00,23.079999923706055,24.266666412353516,21.760000228881836,24.02666664123535,20.850215911865234,1742695500,0.17,0.0,2024-10-09,10y,3mo
2017-04-01 00:00:00-04:00,24.02666664123535,26.823333740234375,23.793333053588867,25.226667404174805,22.052532196044922,1672181100,0.17,0.0,2024-10-09,10y,3mo
2017-07-01 00:00:00-04:00,25.280000686645508,27.329999923706055,24.376667022705078,26.046667098999023,22.92173194885254,1524763200,0.17,0.0,2024-10-09,10y,3mo
2017-10-01 00:00:00-04:00,25.96666717529297,33.37666702270508,25.833332061767578,32.91666793823242,29.14971923828125,1764756900,0.17,0.0,2024-10-09,10y,3mo
2018-01-01 00:00:00-05:00,33.099998474121094,36.65999984741211,28.426666259765625,29.656667709350586,26.401201248168945,2199690900,0.173333,0.0,2024-10-09,10y,3mo
2018-04-01 00:00:00-04:00,29.333332061767578,29.886667251586914,27.260000228881836,28.549999237060547,25.567537307739258,1793053500,0.173333,0.0,2024-10-09,10y,3mo
2018-07-01 00:00:00-04:00,28.549999237060547,33.4033317565918,27.799999237060547,31.303333282470703,28.209857940673828,1351406700,0.173333,0.0,2024-10-09,10y,3mo
2018-10-01 00:00:00-04:00,31.43000030517578,35.4033317565918,28.593332290649414,31.049999237060547,28.144075393676758,1784008200,0.173333,0.0,2024-10-09,10y,3mo
2019-01-01 00:00:00-05:00,30.546667098999023,34.72666549682617,30.546667098999023,32.5099983215332,29.62824821472168,1406058900,0.176667,0.0,2024-10-09,10y,3mo
2019-04-01 00:00:00-04:00,32.65666580200195,37.40666580200195,32.26333236694336,36.83000183105469,33.74591064453125,1163690400,0.176667,0.0,2024-10-09,10y,3mo
2019-07-01 00:00:00-04:00,37.099998474121094,39.95333480834961,34.9466667175293,39.560001373291016,36.43987274169922,1063570800,0.176667,0.0,2024-10-09,10y,3mo
2019-10-01 00:00:00-04:00,39.616668701171875,41.793331146240234,38.19333267211914,39.61333465576172,36.66860580444336,934352700,0.176667,0.0,2024-10-09,10y,3mo
2020-01-01 00:00:00-05:00,39.619998931884766,42.69333267211914,34.0,37.87333297729492,35.2151985168457,1737829200,0.18,0.0,2024-10-09,10y,3mo
2020-04-01 00:00:00-04:00,37.383331298828125,44.459999084472656,37.266666412353516,39.926666259765625,37.288692474365234,1739405100,0.18,0.0,2024-10-09,10y,3mo
2020-07-01 00:00:00-04:00,39.81666564941406,50.44333267211914,39.40666580200195,46.63666534423828,43.746944427490234,2088353100,0.18,0.0,2024-10-09,10y,3mo
2020-10-01 00:00:00-04:00,46.93333435058594,51.220001220703125,45.790000915527344,48.04999923706055,45.25800704956055,1311891000,0.18,0.0,2024-10-09,10y,3mo
2021-01-01 00:00:00-05:00,48.099998474121094,49.97666549682617,42.09333419799805,45.276668548583984,42.80170440673828,1745132400,0.183333,0.0,2024-10-09,10y,3mo
2021-04-01 00:00:00-04:00,45.313331604003906,48.19333267211914,44.79999923706055,47.00666809082031,44.62267303466797,1491020100,0.183333,0.0,2024-10-09,10y,3mo
2021-07-01 00:00:00-04:00,46.8033332824707,50.856666564941406,46.073333740234375,46.459999084472656,44.27692794799805,1393614300,0.183333,0.0,2024-10-09,10y,3mo
2021-10-01 00:00:00-04:00,46.41999816894531,50.66666793823242,44.9033317565918,48.22999954223633,46.13290786743164,1664505000,0.183333,0.0,2024-10-09,10y,3mo
2022-01-01 00:00:00-05:00,48.0,50.18000030517578,44.003334045410156,49.63999938964844,47.67277145385742,1542627900,0.186667,0.0,2024-10-09,10y,3mo
2022-04-01 00:00:00-04:00,49.88666534423828,53.59000015258789,39.09000015258789,40.526668548583984,39.071136474609375,1756415100,0.186667,0.0,2024-10-09,10y,3mo
2022-07-01 00:00:00-04:00,40.64666748046875,47.573333740234375,40.02000045776367,43.233333587646484,41.832096099853516,1513145400,0.186667,0.0,2024-10-09,10y,3mo
2022-10-01 00:00:00-04:00,43.413333892822266,51.54666519165039,42.689998626708984,47.26333236694336,45.93065643310547,1187792400,0.186667,0.0,2024-10-09,10y,3mo
2023-01-01 00:00:00-05:00,47.516666412353516,49.47999954223633,45.36333465576172,49.150001525878906,47.94418716430664,1217256600,0.19,0.0,2024-10-09,10y,3mo
2023-04-01 00:00:00-04:00,49.24333190917969,52.74333190917969,48.336666107177734,52.393333435058594,51.31741714477539,1098680700,0.19,0.0,2024-10-09,10y,3mo
2023-07-01 00:00:00-04:00,52.27000045776367,55.28333282470703,51.150001525878906,53.310001373291016,52.413612365722656,995090100,0.19,0.0,2024-10-09,10y,3mo
2023-10-01 00:00:00-04:00,53.163333892822266,56.64666748046875,49.8466682434082,52.54999923706055,51.850059509277344,1424407200,0.19,0.0,2024-10-09,10y,3mo
2024-01-01 00:00:00-05:00,52.41666793823242,61.65999984741211,51.866668701171875,60.16999816894531,59.58906555175781,1247786000,0.208,3.0,2024-10-09,10y,3mo
2024-04-01 00:00:00-04:00,60.310001373291016,69.04000091552734,58.560001373291016,67.70999908447266,67.28465270996094,994843700,0.208,0.0,2024-10-09,10y,3mo
2024-07-01 00:00:00-04:00,67.88999938964844,81.5999984741211,66.66999816894531,80.75,80.5204849243164,1041512900,0.208,0.0,2024-10-09,10y,3mo
2024-10-01 00:00:00-04:00,80.68000030517578,81.52999877929688,78.9800033569336,80.4000015258789,80.4000015258789,109790324,0.0,0.0,2024-10-09,10y,3mo
