Datetime,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2024-08-14 09:30:00-04:00,3.069999933242798,3.0899999141693115,3.059999942779541,3.0801000595092773,3.0801000595092773,622602,0.0,0.0
2024-08-14 09:31:00-04:00,3.0850000381469727,3.109999895095825,3.0799999237060547,3.089900016784668,3.089900016784668,179646,0.0,0.0
2024-08-14 09:32:00-04:00,3.0850000381469727,3.0950000286102295,3.069999933242798,3.079900026321411,3.079900026321411,239202,0.0,0.0
2024-08-14 09:33:00-04:00,3.0708000659942627,3.079400062561035,3.069999933242798,3.079400062561035,3.079400062561035,12178,0.0,0.0
2024-08-14 09:34:00-04:00,3.079900026321411,3.0801000595092773,3.075000047683716,3.0799999237060547,3.0799999237060547,71573,0.0,0.0
2024-08-14 09:35:00-04:00,3.075000047683716,3.0799999237060547,3.069999933242798,3.069999933242798,3.069999933242798,28854,0.0,0.0
2024-08-14 09:36:00-04:00,3.075000047683716,3.0797998905181885,3.069999933242798,3.075000047683716,3.075000047683716,27580,0.0,0.0
2024-08-14 09:37:00-04:00,3.079699993133545,3.1050000190734863,3.0701000690460205,3.1050000190734863,3.1050000190734863,93480,0.0,0.0
2024-08-14 09:38:00-04:00,3.1048998832702637,3.109999895095825,3.0950000286102295,3.0999999046325684,3.0999999046325684,93561,0.0,0.0
2024-08-14 09:39:00-04:00,3.109999895095825,3.109999895095825,3.101099967956543,3.1050000190734863,3.1050000190734863,20974,0.0,0.0
2024-08-14 09:40:00-04:00,3.1050000190734863,3.109999895095825,3.090100049972534,3.0910000801086426,3.0910000801086426,41627,0.0,0.0
2024-08-14 09:41:00-04:00,3.0959999561309814,3.0999999046325684,3.0899999141693115,3.0950000286102295,3.0950000286102295,29137,0.0,0.0
2024-08-14 09:42:00-04:00,3.0899999141693115,3.0959999561309814,3.0703001022338867,3.0799999237060547,3.0799999237060547,84481,0.0,0.0
2024-08-14 09:43:00-04:00,3.074899911880493,3.0799999237060547,3.0701000690460205,3.0701000690460205,3.0701000690460205,8724,0.0,0.0
2024-08-14 09:44:00-04:00,3.0701000690460205,3.079900026321411,3.0534000396728516,3.055000066757202,3.055000066757202,64835,0.0,0.0
2024-08-14 09:45:00-04:00,3.055000066757202,3.069999933242798,3.049999952316284,3.069999933242798,3.069999933242798,84514,0.0,0.0
2024-08-14 09:46:00-04:00,3.069999933242798,3.069999933242798,3.059999942779541,3.065000057220459,3.065000057220459,24157,0.0,0.0
2024-08-14 09:47:00-04:00,3.065000057220459,3.069999933242798,3.049999952316284,3.055000066757202,3.055000066757202,33330,0.0,0.0
2024-08-14 09:48:00-04:00,3.055000066757202,3.0599000453948975,3.049999952316284,3.0599000453948975,3.0599000453948975,27647,0.0,0.0
2024-08-14 09:49:00-04:00,3.050100088119507,3.056999921798706,3.04010009765625,3.0499000549316406,3.0499000549316406,67929,0.0,0.0
2024-08-14 09:50:00-04:00,3.0497000217437744,3.059999942779541,3.0399999618530273,3.047600030899048,3.047600030899048,75382,0.0,0.0
2024-08-14 09:51:00-04:00,3.0499000549316406,3.049999952316284,3.0399999618530273,3.0399999618530273,3.0399999618530273,30335,0.0,0.0
2024-08-14 09:52:00-04:00,3.0450000762939453,3.0499000549316406,3.0350000858306885,3.0350000858306885,3.0350000858306885,87644,0.0,0.0
2024-08-14 09:53:00-04:00,3.0399999618530273,3.0399999618530273,3.0299999713897705,3.0299999713897705,3.0299999713897705,123893,0.0,0.0
2024-08-14 09:54:00-04:00,3.0360000133514404,3.0360000133514404,3.0201001167297363,3.029900074005127,3.029900074005127,106215,0.0,0.0
2024-08-14 09:55:00-04:00,3.0250000953674316,3.0299999713897705,3.0199999809265137,3.0199999809265137,3.0199999809265137,65535,0.0,0.0
2024-08-14 09:56:00-04:00,3.0260000228881836,3.029900074005127,3.009999990463257,3.0297999382019043,3.0297999382019043,96309,0.0,0.0
