Datetime,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2024-08-14 09:30:00-04:00,67.91999816894531,67.97000122070312,67.8499984741211,67.91999816894531,67.91999816894531,562105,0.0,0.0
2024-08-14 09:31:00-04:00,67.91999816894531,68.11000061035156,67.88999938964844,68.1050033569336,68.1050033569336,114449,0.0,0.0
2024-08-14 09:32:00-04:00,68.1050033569336,68.16000366210938,68.04000091552734,68.05000305175781,68.05000305175781,69449,0.0,0.0
2024-08-14 09:33:00-04:00,68.05999755859375,68.12999725341797,67.97000122070312,68.0999984741211,68.0999984741211,57662,0.0,0.0
2024-08-14 09:34:00-04:00,68.0999984741211,68.25,68.08000183105469,68.20500183105469,68.20500183105469,33961,0.0,0.0
2024-08-14 09:35:00-04:00,68.16999816894531,68.22000122070312,68.13999938964844,68.20999908447266,68.20999908447266,34496,0.0,0.0
2024-08-14 09:36:00-04:00,68.19999694824219,68.19999694824219,67.97000122070312,67.97000122070312,67.97000122070312,81170,0.0,0.0
2024-08-14 09:37:00-04:00,67.98999786376953,68.11499786376953,67.9800033569336,68.05999755859375,68.05999755859375,63124,0.0,0.0
2024-08-14 09:38:00-04:00,68.07209777832031,68.0999984741211,68.0199966430664,68.05999755859375,68.05999755859375,35054,0.0,0.0
2024-08-14 09:39:00-04:00,68.06999969482422,68.08000183105469,68.01000213623047,68.05000305175781,68.05000305175781,34351,0.0,0.0
2024-08-14 09:40:00-04:00,68.05999755859375,68.05999755859375,68.0,68.04499816894531,68.04499816894531,35052,0.0,0.0
2024-08-14 09:41:00-04:00,68.05000305175781,68.08999633789062,68.04000091552734,68.08000183105469,68.08000183105469,85786,0.0,0.0
2024-08-14 09:42:00-04:00,68.08499908447266,68.16999816894531,68.08000183105469,68.16999816894531,68.16999816894531,114915,0.0,0.0
2024-08-14 09:43:00-04:00,68.16999816894531,68.37000274658203,68.16000366210938,68.30799865722656,68.30799865722656,105865,0.0,0.0
2024-08-14 09:44:00-04:00,68.30500030517578,68.30999755859375,68.23999786376953,68.26499938964844,68.26499938964844,68355,0.0,0.0
2024-08-14 09:45:00-04:00,68.26499938964844,68.28500366210938,68.20999908447266,68.24500274658203,68.24500274658203,55220,0.0,0.0
2024-08-14 09:46:00-04:00,68.24500274658203,68.26000213623047,68.18000030517578,68.18000030517578,68.18000030517578,53760,0.0,0.0
2024-08-14 09:47:00-04:00,68.18699645996094,68.20500183105469,68.13999938964844,68.20500183105469,68.20500183105469,68684,0.0,0.0
