Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,collection_date,period,granularity
2024-08-20 00:00:00-04:00,13.489999771118164,13.6899995803833,13.1899995803833,13.199999809265137,13.199999809265137,23709800,0.0,0.0,2024-09-20,1mo,1d
2024-08-21 00:00:00-04:00,13.3100004196167,13.350000381469727,12.850000381469727,13.069999694824219,13.069999694824219,24317300,0.0,0.0,2024-09-20,1mo,1d
2024-08-22 00:00:00-04:00,13.15999984741211,13.210000038146973,12.770000457763672,12.8100004196167,12.8100004196167,20573300,0.0,0.0,2024-09-20,1mo,1d
2024-08-23 00:00:00-04:00,12.920000076293945,14.079999923706055,12.890000343322754,13.960000038146973,13.960000038146973,39766900,0.0,0.0,2024-09-20,1mo,1d
2024-08-26 00:00:00-04:00,13.949999809265137,14.720000267028809,13.720000267028809,14.359999656677246,14.359999656677246,33109800,0.0,0.0,2024-09-20,1mo,1d
2024-08-27 00:00:00-04:00,14.350000381469727,14.550000190734863,13.9399995803833,14.479999542236328,14.479999542236328,20302300,0.0,0.0,2024-09-20,1mo,1d
2024-08-28 00:00:00-04:00,14.420000076293945,14.510000228881836,13.59000015258789,13.829999923706055,13.829999923706055,28459100,0.0,0.0,2024-09-20,1mo,1d
2024-08-29 00:00:00-04:00,13.989999771118164,14.640000343322754,13.930000305175781,14.09000015258789,14.09000015258789,20853200,0.0,0.0,2024-09-20,1mo,1d
2024-08-30 00:00:00-04:00,14.199999809265137,14.34000015258789,13.770000457763672,14.130000114440918,14.130000114440918,22865400,0.0,0.0,2024-09-20,1mo,1d
2024-09-03 00:00:00-04:00,13.9399995803833,13.979999542236328,13.125,13.149999618530273,13.149999618530273,21395100,0.0,0.0,2024-09-20,1mo,1d
2024-09-04 00:00:00-04:00,13.109999656677246,13.800000190734863,13.010000228881836,13.279999732971191,13.279999732971191,18070200,0.0,0.0,2024-09-20,1mo,1d
2024-09-05 00:00:00-04:00,13.399999618530273,13.960000038146973,13.279999732971191,13.739999771118164,13.739999771118164,20258900,0.0,0.0,2024-09-20,1mo,1d
2024-09-06 00:00:00-04:00,13.75,14.0649995803833,13.079999923706055,13.229999542236328,13.229999542236328,25712800,0.0,0.0,2024-09-20,1mo,1d
2024-09-09 00:00:00-04:00,13.289999961853027,13.694999694824219,13.010000228881836,13.079999923706055,13.079999923706055,21409800,0.0,0.0,2024-09-20,1mo,1d
2024-09-10 00:00:00-04:00,13.100000381469727,13.489999771118164,12.8100004196167,13.229999542236328,13.229999542236328,24465200,0.0,0.0,2024-09-20,1mo,1d
2024-09-11 00:00:00-04:00,13.210000038146973,13.989999771118164,12.960000038146973,13.930000305175781,13.930000305175781,27551100,0.0,0.0,2024-09-20,1mo,1d
2024-09-12 00:00:00-04:00,13.770000457763672,13.970000267028809,13.510000228881836,13.720000267028809,13.720000267028809,16423100,0.0,0.0,2024-09-20,1mo,1d
2024-09-13 00:00:00-04:00,13.829999923706055,14.079999923706055,13.390000343322754,13.5,13.5,23786600,0.0,0.0,2024-09-20,1mo,1d
2024-09-16 00:00:00-04:00,13.369999885559082,13.59000015258789,13.1899995803833,13.199999809265137,13.199999809265137,18831300,0.0,0.0,2024-09-20,1mo,1d
2024-09-17 00:00:00-04:00,13.479000091552734,13.539999961853027,13.050000190734863,13.100000381469727,13.100000381469727,18816800,0.0,0.0,2024-09-20,1mo,1d
2024-09-18 00:00:00-04:00,13.140000343322754,13.595000267028809,12.819999694824219,12.899999618530273,12.899999618530273,30971200,0.0,0.0,2024-09-20,1mo,1d
2024-09-19 00:00:00-04:00,13.350000381469727,13.649999618530273,13.09000015258789,13.149999618530273,13.149999618530273,29924500,0.0,0.0,2024-09-20,1mo,1d
2024-09-20 00:00:00-04:00,13.079999923706055,13.140000343322754,11.9399995803833,11.970000267028809,11.970000267028809,37297359,0.0,0.0,2024-09-20,1mo,1d
