Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,collection_date,period,granularity
2024-07-08 00:00:00-04:00,3.0999999046325684,4.320000171661377,3.0299999713897705,4.25,4.25,299647800,0.0,0.0,2024-10-09,3mo,1wk
2024-07-15 00:00:00-04:00,4.199999809265137,4.199999809265137,3.440000057220459,3.5,3.5,267983000,0.0,0.0,2024-10-09,3mo,1wk
2024-07-22 00:00:00-04:00,3.559999942779541,3.640000104904175,3.2300000190734863,3.380000114440918,3.380000114440918,163680300,0.0,0.0,2024-10-09,3mo,1wk
2024-07-29 00:00:00-04:00,3.4100000858306885,3.700000047683716,3.069999933242798,3.119999885559082,3.119999885559082,131003500,0.0,0.0,2024-10-09,3mo,1wk
2024-08-05 00:00:00-04:00,2.809999942779541,3.4000000953674316,2.799999952316284,3.190000057220459,3.190000057220459,178995700,0.0,0.0,2024-10-09,3mo,1wk
2024-08-12 00:00:00-04:00,3.190000057220459,3.299999952316284,2.9000000953674316,3.1500000953674316,3.1500000953674316,157699000,0.0,0.0,2024-10-09,3mo,1wk
2024-08-19 00:00:00-04:00,3.1600000858306885,4.28000020980835,3.124000072479248,4.199999809265137,4.199999809265137,207826200,0.0,0.0,2024-10-09,3mo,1wk
2024-08-26 00:00:00-04:00,4.179999828338623,4.429999828338623,3.8299999237060547,4.019999980926514,4.019999980926514,216530300,0.0,0.0,2024-10-09,3mo,1wk
2024-09-02 00:00:00-04:00,4.039999961853027,4.284999847412109,3.490000009536743,3.569999933242798,3.569999933242798,138396100,0.0,0.0,2024-10-09,3mo,1wk
2024-09-09 00:00:00-04:00,3.5899999141693115,4.079999923706055,3.369999885559082,3.940000057220459,3.940000057220459,177995700,0.0,0.0,2024-10-09,3mo,1wk
2024-09-16 00:00:00-04:00,3.9000000953674316,3.9600000381469727,3.430000066757202,3.490000009536743,3.490000009536743,172707000,0.0,0.0,2024-10-09,3mo,1wk
2024-09-23 00:00:00-04:00,3.5299999713897705,3.7300000190734863,3.4200000762939453,3.5899999141693115,3.5899999141693115,136896400,0.0,0.0,2024-10-09,3mo,1wk
2024-09-30 00:00:00-04:00,3.5999999046325684,3.6700000762939453,3.200000047683716,3.3399999141693115,3.3399999141693115,157180500,0.0,0.0,2024-10-09,3mo,1wk
2024-10-07 00:00:00-04:00,3.369999885559082,3.490000009536743,3.3499999046325684,3.390000104904175,3.390000104904175,92915749,0.0,0.0,2024-10-09,3mo,1wk
